Madascincus minutus,(RAXWORTHY & NUSSBAUM 1993),,,"Scincidae, Scincinae, Sauria (lizards)"
Madascincus mouroundavae,(GRANDIDIER 1872),,Morondava Skink,"Scincidae, Scincinae, Sauria (lizards)"
Madascincus nanus,(ANDREONE & GREER 2002),,,"Scincidae, Scincinae, Sauria (lizards)"
Madascincus polleni,(GRANDIDIER 1869),,Madagascar Coastal Skink,"Scincidae, Scincinae, Sauria (lizards)"
Madascincus stumpffi,(BOETTGER 1882),,Stumpff's Skink,"Scincidae, Scincinae, Sauria (lizards)"
Madatyphlops andasibensis,(WALLACH & GLAW 2009),,Andasibe Blind Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops arenarius,(GRANDIDIER 1872),,Sand Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops boettgeri,(BOULENGER 1893),,Sand Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops calabresii,(GANS & LAURENT 1965),,Calabresi’s blind-snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops comorensis,(BOULENGER 1889),,Comoro Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops cuneirostris,(PETERS 1879),,"Wedge-snouted blind-snake, Wedgenose Worm Snake","Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops decorsei,(MOCQUARD 1901),,Mocquard's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops leucocephalus,(PARKER 1930),,White-headed Beaked Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops madagascariensis,(BOETTGER 1877),,Madagascar Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops mucronatus,(BOETTGER 1880),,Boettger's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops ocularis,(PARKER 1927),,Parker's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops platyrhynchus,(STERNFELD 1910),,Tanga Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Madatyphlops rajeryi,(RENOULT & RASELIMANANA 2009),,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Magliophis exiguum,(COPE 1863),"Magliophis exiguum exiguum (COPE 1863)
Magliophis exiguum subspadix SCHWARTZ 1967","E: Ground Snake
Spanish: Culebrita de jardín","Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Magliophis stahli,(STEJNEGER 1904),,,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Malaclemys terrapin,(SCHOEPFF 1793),"Malaclemys terrapin centrata (LATREILLE 1802)
Malaclemys terrapin littoralis (HAY 1904)
Malaclemys terrapin macrospilota (HAY 1904)
Malaclemys terrapin pileata (WIED 1865)
Malaclemys terrapin rhizophorarum FOWLER 1906
Malaclemys terrapin tequesta SCHWARTZ 1955
Malaclemys terrapin terrapin (SCHOEPFF 1793)","Diamondback Terrapin
centrata: Carolina Diamondback Terrapin
littoralis:Texas Diamondback Terrapin
macrospilota: Ornate Diamondback Terrapin
pileata: Mississippi Diamondback Terrapin
rhizophorarum: Mangrove Diamondback Terrapin
tequesta: Florida East Coast Terrapin
terrapin: Northern Diamondback Terrapin","Emydidae, Deirochelyinae, Testudines (turtles)"
Malacochersus tornieri,(SIEBENROCK 1903),,"E: Pancake Tortoise
G: Spaltenschildkröte","Testudinidae, Testudines (turtles)"
Malayemys macrocephala,(GRAY 1859),,,"Geoemydidae (Geoemydinae), Testudines (turtles)"
Malayemys subtrijuga,(SCHWEIGGER 1812),,"E: (Malayan) Snail-eating Turtle
G: Malaiischer Schneckenfresser","Geoemydidae (Geoemydinae), Testudines (turtles)"
Malayopython reticulatus,(SCHNEIDER 1801),"Malayopython reticulatus reticulatus (SCHNEIDER 1801)
Malayopython reticulatus saputrai (AULIYA et al. 2002)
Malayopython reticulatus jampeanus (AULIYA et al. 2002)","E: Reticulated Python
G: Netzpython","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Malayopython timoriensis,(PETERS 1876),,"E: Timor Python
G: Timor-Python","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Malayotyphlops canlaonensis,(TAYLOR 1917),,Taylor's Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops castanotus,(WYNN & LEVITON 1993),,"Brown-backed Blind Snake, Wynn's Worm Snake","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops collaris,(WYNN & LEVITON 1993),,Collared Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops hypogius,(SAVAGE 1950),,Cebu Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops koekkoeki,(BRONGERSMA 1934),,Boenjoe Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops kraalii,(DORIA 1874),,Kei Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops luzonensis,(TAYLOR 1919),,Luzon Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops ruber,(BOETTGER 1897),,Red Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malayotyphlops ruficaudus,(GRAY 1845),,Red-headed Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Malpolon insignitus,(GEOFFROY DE ST-HILAIRE 1809),"Malpolon insignitus insignitus (GEOFFROY DE ST-HILAIRE 1809)
Malpolon insignitus fuscus (FLEISCHMANN 1831)","E: Eastern Montpellier Snake
G: Östliche Eidechsennatter","Lamprophiidae, Psammophiinae, Serpentes (snakes)"
Malpolon monspessulanus,(HERMANN 1804),"Malpolon monspessulanus monspessulanus (HERMANN 1804)
Malpolon monspessulanus saharatlanticus GENIEZ, CLUCHIER & DE HAAN 2006","E: Montpellier Snake
G: Eidechsennatter
D: Hagedisslang","Lamprophiidae, Psammophiinae, Serpentes (snakes)"
Manciola guaporicola,(DUNN 1935),,"Dunn's Mabuya, South American Small-handed Skink","Scincidae, Mabuyinae, Sauria (lizards)"
Manolepis putnami,(JAN 1863),,Ridgehead Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Manouria emys,(SCHLEGEL & MÜLLER 1844),"Manouria emys emys (SCHLEGEL & MÜLLER 1844)
Manouria emys phayrei (BLYTH 1854)","E: Brown Tortoise
G: Braune hinterindische Landschildkröte","Testudinidae, Testudines (turtles)"
Manouria impressa,(GÜNTHER 1882),,"E: Impressed Tortoise
G: Flache Hinterindische Landschildkröte","Testudinidae, Testudines (turtles)"
Mantheyus phuwuanensis,(MANTHEY & NABHITABHATA 1991),,"E: Phuwua Rock Agama
G: Phuwua-Felsenagame","Agamidae (Draconinae), Sauria (lizards)"
Maracaiba meridensis,"(MIRALLES, RIVAS & SCHARGEL 2005)",,,"Scincidae, Mabuyinae, Sauria (lizards)"
Maracaiba zuliae,"(MIRALLES, RIVAS, BONILLO, SCHARGEL, BARROS, GARCÍA-PEREZ & BARRIO-AMORÓS 2009)",,,"Scincidae, Mabuyinae, Sauria (lizards)"
Marinussaurus curupira,"PELOSO, PELLEGRINO, RODRIGUES & ÁVILA-PIRES 2011",,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Marisora alliacea,(COPE 1875),,,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora aurulae,HEDGES & CONN 2012,,Lesser Windward Skink,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora brachypoda,(TAYLOR 1956),,,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora falconensis,(MIJARES-URRUTIA & ARENDS 1997),,,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora magnacornae,HEDGES & CONN 2012,,Corn Island Skink,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora roatanae,HEDGES & CONN 2012,,Roatán Skink,"Scincidae, Mabuyinae, Sauria (lizards)"
Marisora unimarginata,(COPE 1862),,Central American Mabuya,"Scincidae, Mabuyinae, Sauria (lizards)"
Marmorosphax boulinda,"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Sauria (lizards)"
Marmorosphax kaala,"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Sauria (lizards)"
Marmorosphax montana,SADLIER & BAUER 2000,,,"Scincidae, Eugongylinae, Sauria (lizards)"
Marmorosphax taom,"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Sauria (lizards)"
Marmorosphax tricolor,(BAVAY 1869),,,"Scincidae, Eugongylinae, Sauria (lizards)"
Mastigodryas amarali,(STUART 1938),,Amaral's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas bifossatus,(RADDI 1820),"Mastigodryas bifossatus bifossatus (RADDI 1820)
Mastigodryas bifossatus striatus (AMARAL, 1931)
Mastigodryas bifossatus triseriatus (AMARAL, 1931)",Rio Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas boddaerti,(SENTZEN 1796),"Mastigodryas boddaerti boddaerti (SENTZEN, 1796)
Mastigodryas boddaerti dunni (STUART 1933)
Mastigodryas boddaerti ruthveni (STUART 1933)","Boddaert's Tropical Racer
S: Culebra boba","Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas bruesi,BARBOUR 1914,,Barbour's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas cliftoni,(HARDY 1964),,Clifton’s Lizard Eater,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas danieli,AMARAL 1935,,Daniel's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas dorsalis,(BOCOURT 1890),,Striped Lizard Eater,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas heathii,(COPE 1876),,Heath's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas melanolomus,(COPE 1868),"Mastigodryas melanolomus veraecrucis STUART 1941
Mastigodryas melanolomus melanolomus (COPE 1868)
Mastigodryas melanolomus slevini (STUART 1933)
Mastigodryas melanolomus stuarti (SMITH 1943)
Mastigodryas melanolomus alternatus (BOCOURT 1884)
Mastigodryas melanolomus laevis (FISCHER 1881)
Mastigodryas melanolomus tehuanae (SMITH 1943)","E: Salmon-bellied Racer
G: Amerikanische Peitschennatter
sanguiventris: Taylor's Tropical Racer","Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas moratoi,MONTINGELLI & ZAHER 2011,,,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas pleei,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Plee's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas pulchriceps,(COPE 1868),,"E: Cope's Tropical Racer
S: Corredora tropical de Cope","Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Mastigodryas reticulatus,(PETERS 1863),,,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Matoatoa brevipes,(MOCQUARD 1900),,,"Gekkonidae, Sauria (lizards: geckos)"
Matoatoa spannringi,"NUSSBAUM, RAXWORTHY & PRONK 1998",,,"Gekkonidae, Sauria (lizards: geckos)"
Matobosaurus maltzahni,(DE GRYS 1938),,Western Giant Plated Lizard,"Gerrhosauridae, Sauria (lizards)"
Matobosaurus validus,(SMITH 1849),,Common Giant Plated Lizard,"Gerrhosauridae, Sauria (lizards)"
Mauremys annamensis,(SIEBENROCK 1903),,"E: Annam Leaf Turtle
G: Vietnamesische Sumpfschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys caspica,(GMELIN 1774),,"E: Caspian Turtle
G: Kaspische Wasserschildkröte
siebenrocki: Southern Caspian Turtle
ventrimaculata: Spot-bellied Caspian Turtle","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys japonica,(TEMMINCK & SCHLEGEL 1835),,"E: Japanese Pond Turtle
G: Japanische Sumpfschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys leprosa,(SCHWEIGGER 1812),"Mauremys leprosa leprosa (SCHWEIGGER 1812)
Mauremys leprosa saharica SCHLEICH 1996","E: Mediterranian Turtle
G: Spanische Wasserschildkröte
D: Moorse Beekschildpad
saharica: Saharan Pond Turtle","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys mutica,(CANTOR 1842),"Mauremys mutica mutica CANTOR 1842
Mauremys mutica kami YASUKAWA & IVERSON 1996","E: Yellowpond Turtle
G: Dreikiel-Wasserschildkröte, Chinesische Sumpfschildkröte
kami: Ryukyu Yellow Pond Turtle","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys nigricans,(GRAY 1834),,"E: Redneck Pond Turtle, Kwangtung River Turtle, Black-Necked Pond Turtle
G: Chinesische Rothalsschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys reevesii,(GRAY 1831),,"E: Reeves’ Turtle
G: Chinesische Dreikielschildkröte
megalocephala: E: Chinese Broad-headed Pond Turtle, Big-headed Reeves’ turtle
megalocephala: G: Grosskopf-Chinaschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys rivulata,(VALENCIENNES 1833),,E: Western Caspian Turtle,"Geoemydidae (Geoemydinae), Testudines (turtles)"
Mauremys sinensis,(GRAY 1834),,"E: Chinese Striped-necked Turtle, Common thread turtle
G: Chinesische Streifenschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Mecistops cataphractus,(CUVIER 1825),,"E: African slender-snouted crocodile
G: Panzerkrokodil","Crocodylidae (Crocodylia, crocodiles)"
Mediodactylus amictopholis,(HOOFIEN 1967),,Lebanese thin-toed gecko,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus aspratilis,(ANDERSON 1973),,"Iranian Gecko, Iranian Keel-Scaled Gecko","Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus brachykolon,"(KRYSKO, REHMAN & AUFFENBERG 2007)",,E: Short-limbed bend-toed gecko,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus heterocercus,(BLANFORD 1874),"Mediodactylus heterocercus heterocercum (BLANFORD 1874)
Mediodactylus heterocercus mardinensis (MERTENS 1924)",Asia Minor Thin-Toed Gecko,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus heteropholis,"(MINTON, ANDERSON & ANDERSON 1970)",,Iraqi (Keel-scaled) Gecko,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus ilamensis,"(FATHINIA, KARAMIANI, DARVISHNIA, HEIDARI & RASTEGAR-POUYANI 2011)",,,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus kotschyi,(STEINDACHNER 1870),"Mediodactylus kotschyi kotschyi (STEINDACHNER 1870)
Mediodactylus kotschyi adelphiensis (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi bartoni (STEPÁNEK 1934)
Mediodactylus kotschyi beutleri (BARAN & GRUBER 1981)
Mediodactylus kotschyi bibroni (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi bolkarensis RÖSLER, 1994
Mediodactylus kotschyi buchholzi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi ciliciensis (BARAN & GRUBER 1982)
Mediodactylus kotschyi colchicus (NIKOLSKY 1902)
Mediodactylus kotschyi concolor (BEDRIAGA 1882)
Mediodactylus kotschyi danilewskii (STRAUCH 1887)
Mediodactylus kotschyi fitzingeri (STEPÁNEK 1937)
Mediodactylus kotschyi fuchsi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi kalypsae (STEPÁNEK 1939)
Mediodactylus kotschyi karabagi (BARAN & GRUBER 1981)
Mediodactylus kotschyi lycaonicus (MERTENS 1952)
Mediodactylus kotschyi maculatus (BEDRIAGA 1882)
Mediodactylus kotschyi oertzeni (BOETTGER 1888)
Mediodactylus kotschyi orientalis (STEPÁNEK 1937)
Mediodactylus kotschyi ponticus (BARAN & GRUBER 1982)
Mediodactylus kotschyi rumelicus (MÜLLER 1940)
Mediodactylus kotschyi saronicus (WERNER 1937)
Mediodactylus kotschyi schultzewestrumi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi skopjensis (KARAMAN 1965)
Mediodactylus kotschyi solerii (WETTSTEIN 1937)
Mediodactylus kotschyi steindachneri (STEPÁNEK 1937)
Mediodactylus kotschyi stepaneki (WETTSTEIN 1937)
Mediodactylus kotschyi syriacus (STEPÁNEK 1937)
Mediodactylus kotschyi tinensis (BEUTLER & FRÖR 1980)
Mediodactylus kotschyi unicolor (WETTSTEIN 1937)
Mediodactylus kotschyi wettsteini (STEPÁNEK 1937)","E: Mediterranean Thin-toed gecko
G: Europäischer Nacktfinger, Ägäischer Bogenfinger","Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus narynensis,"(JEREMČENKO, ZARINENKO & PANFILOV 1999)",,,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus russowii,(STRAUCH 1887),"Mediodactylus russowii russowii (STRAUCH 1887)
Mediodactylus russowii zarudnyi (NIKOLSKY 1899)","E: Transcaspian Bent-Toed Gecko, Grey Thin-Toed Gecko
G: Transkaspischer Nacktfingergecko","Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus sagittifer,(NIKOLSKY 1900),,"Jaz Murian Bent-Toed Gecko, Bampur Thin-Toed Gecko","Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus spinicauda,(STRAUCH 1887),,"Kopet Dagh Bent-Toed Gecko, Spiny-Tailed Thin-Toed Gecko","Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus stevenandersoni,(TORKI 2011),,,"Gekkonidae, Sauria (lizards: geckos)"
Mediodactylus walli,(INGOLDBY 1922),,E: Chitral Gecko,"Gekkonidae, Sauria (lizards: geckos)"
Medopheos edracanthus,(BOCOURT 1874),,Bocourt's Ameiva,"Teiidae, Sauria (lizards)"
Meizodon coronatus,(SCHLEGEL 1837),,Western Crowned Snake,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Meizodon krameri,SCHÄTTI 1985,,Tana Delta smooth snake,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Meizodon plumbiceps,(BOETTGER 1893),,Black-headed smooth snake,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Meizodon regularis,FISCHER 1856,,Eastern crowned smooth snake,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Meizodon semiornatus,(PETERS 1854),"Meizodon semiornatus semiornatus (PETERS 1854)
Meizodon semiornatus tchadensis (CHABANAUD 1917)",Semiornate Smooth Snake,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Melanochelys tricarinata,(BLYTH 1856),,"E: Tricarinate Hill Turtle
G: Dreikiel-Erdschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Melanochelys trijuga,(SCHWEIGGER 1812),"Melanochelys trijuga trijuga (SCHWEIGGER 1812)
Melanochelys trijuga coronata (ANDERSON1879)
Melanochelys trijuga edeniana (THEOBALD 1876)
Melanochelys trijuga indopeninsularis (ANNANDALE 1913)
Melanochelys trijuga parkeri (DERANIYAGALA 1939)
Melanochelys trijuga thermalis (LESSON 1830)","E: Indian Black Turtle, Indian Pond Terrapin, Bengal Black Turtle
G: Schwarzbauch-Erdschildkröte","Geoemydidae (Geoemydinae), Testudines (turtles)"
Melanophidium bilineatum,BEDDOME 1870,,Two-lined Black Earth Snake,"Uropeltidae, Henophidia, Serpentes (snakes)"
Melanophidium punctatum,BEDDOME 1871,,Beddome's Black Earth Snake,"Uropeltidae, Henophidia, Serpentes (snakes)"
Melanophidium wynaudense,(BEDDOME 1863),,"Wayanad shieldtail, Indian Black Earth Snake","Uropeltidae, Henophidia, Serpentes (snakes)"
Melanoseps ater,(GÜNTHER 1873),,Black Limbless Skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps emmrichi,BROADLEY 2006,,Uluguru limbless skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps longicauda,TORNIER 1900,,"Pangani Black Limbless Skink, Longtail Limbless Skink","Scincidae, Scincinae, Sauria (lizards)"
Melanoseps loveridgei,BRYGOO & ROUX-ESTÈVE 1982,,Loveridge’s limbless skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps occidentalis,(PETERS 1877),"Melanoseps occidentalis zairensis BRYGOO & ROUX-ESTEVE 1982
Melanoseps occidentalis occidentalis (PETERS 1877)",Western Limbless Skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps pygmaeus,BROADLEY 2006,,Pygmy limbless skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps rondoensis,LOVERIDGE 1942,,Rondo limbless skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanoseps uzungwensis,LOVERIDGE 1942,,Udzungwa Limbless Skink,"Scincidae, Scincinae, Sauria (lizards)"
Melanosuchus niger,(SPIX 1825),,"E: Black caiman
Local names: Jacaré açu, Jacaré uassu, Jacaré assu, Jacaré guaçu, Caimán, Caimán negro, Jacaré jhu, Jacaré negro, Jacaré una, Cocodrilo.
G: Mohrenkaiman","Alligatoridae, Crocodylia, crocodiles (alligators)"
Menetia alanae,RANKIN 1979,,Top End Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Menetia amaura,STORR 1978,,Shark Bay Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Menetia concinna,SADLIER 1984,,Jabiluka Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Menetia greyii,GRAY 1845,,Common Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Menetia maini,STORR 1976,,Northern Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Menetia surda,STORR 1976,"Menetia surda cresswelli APLIN & ADAMS 1998
Menetia surda surda STORR 1976",Western Dwarf Skink,"Scincidae, Eugongylinae, Sauria (lizards)"
Meroles anchietae,(BOCAGE 1867),,Anchieta’s Dune or Shovel-Snouted Lizard,"Lacertidae, Sauria (lizards)"
Meroles ctenodactylus,(SMITH 1838),,"Smith's Sand Lizard, Smith's Desert Lizard","Lacertidae, Sauria (lizards)"
Meroles cuneirostris,(STRAUCH 1867),,"Wedge-snouted Sand Lizard, Wedge-snouted Desert Lizard","Lacertidae, Sauria (lizards)"
Meroles knoxii,(MILNE-EDWARDS 1829),,Knox's Ocellated Sand Lizard,"Lacertidae, Sauria (lizards)"
Meroles micropholidotus,MERTENS 1938,,Small-scaled Desert Lizard,"Lacertidae, Sauria (lizards)"
Meroles reticulatus,(BOCAGE 1867),,Reticulate Sand Lizard,"Lacertidae, Sauria (lizards)"
Meroles squamulosa,(PETERS 1854),,Common Rough-scaled (Sand) Lizard,"Lacertidae, Sauria (lizards)"
Meroles suborbitalis,(PETERS 1869),,Spotted Sand Lizard,"Lacertidae, Sauria (lizards)"
Mesalina adramitana,(BOULENGER 1917),,Hadramaut Sand Lizard,"Lacertidae, Sauria (lizards)"
Mesalina ayunensis,ARNOLD 1980,,"Ayun Sand Lizard, Arnold's Sand Lizard","Lacertidae, Sauria (lizards)"
Mesalina bahaeldini,"SEGOLI, COHEN & WERNER 2002","Mesalina bahaeldini bahaeldini SEGOLI, COHEN & WERNER 2002
Mesalina bahaeldini curatorum WERNER & ASHKENAZI 2010",,"Lacertidae, Sauria (lizards)"
Mesalina balfouri,(BLANFORD 1881),,,"Lacertidae, Sauria (lizards)"
Mesalina brevirostris,BLANFORD 1874,"Mesalina brevirostris brevirostris BLANFORD, 1874
Mesalina brevirostris fieldi (HAAS & WERNER, 1969)
Mesalina brevirostris microlepis (ANGEL, 1936)",Blanford's Short-Nosed Desert Lizard,"Lacertidae, Sauria (lizards)"
Mesalina ercolinii,(LANZA & POGGESI 1975),,,"Lacertidae, Sauria (lizards)"
Mesalina guttulata,(LICHTENSTEIN 1823),,"Small-spotted Lizard, Desert Lacerta","Lacertidae, Sauria (lizards)"
Mesalina kuri,JOGER & MAYER 2002,,,"Lacertidae, Sauria (lizards)"
Mesalina martini,(BOULENGER 1897),,Martin’s Desert Racer,"Lacertidae, Sauria (lizards)"
Mesalina olivieri,(AUDOUIN 1829),"Mesalina olivieri olivieri (AUDOUIN, 1829)
Mesalina olivieri schmidtii (HAAS, 1951)","E: Olivier's Sand Lizard
G: (Oliviers) Wüstenrenner","Lacertidae, Sauria (lizards)"
Mesalina pasteuri,(BONS 1960),,Pasteur's Lizard,"Lacertidae, Sauria (lizards)"
Mesalina rubropunctata,(LICHTENSTEIN 1823),,Red-spotted Lizard,"Lacertidae, Sauria (lizards)"
Mesalina simoni,(BOETTGER 1881),,,"Lacertidae, Sauria (lizards)"
Mesalina watsonana,(STOLICZKA 1872),,Persian Long-Tailed Desert Lizard,"Lacertidae, Sauria (lizards)"
Mesaspis antauges,(COPE 1866),,Mount Orizaba Alligator Lizard,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesaspis gadovii,(BOULENGER 1913),"Mesaspis gadovii gadovii (BOULENGER 1913)
Mesaspis gadovii levigata TIHEN 1949",Gadow's Alligator Lizard,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesaspis juarezi,(KARGES & WRIGHT 1987),,Sierra Juarez Alligator Lizard,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesaspis monticola,(COPE 1878),,,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesaspis moreletii,(BOCOURT 1872),"Mesaspis moreletii moreletii (BOCOURT 1871)
Mesaspis moreletii fulvus (BOCOURT 1871)
Mesaspis moreletii rafaeli (HARTWEG & TIHEN 1946)
Mesaspis moreletii salvadorensis (SCHMIDT 1928)
Mesaspis moreletii temporalis (HARTWEG & TIHEN 1946)",Morelet's Alligator Lizard,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesaspis viridiflava,(BOCOURT 1873),,Dwarf Alligator Lizard,"Anguidae (Gerrhonotinae), Diploglossa, Sauria (lizards)"
Mesobaena huebneri,MERTENS 1925,,Inirida Worm Lizard,"Amphisbaenidae, Amphisbaenia"
Mesobaena rhachicephala,"HOOGMOED, PINTO, DA ROCHA & PEREIRA 2009",,,"Amphisbaenidae, Amphisbaenia"
Mesoclemmys dahli,(ZANGERL & MEDEM 1958),,Dahl’s Toadhead Turtle,"Chelidae, Chelinae,  Testudines (turtles)"
Mesoclemmys gibba,(SCHWEIGGER 1812),,"E: Gibba (Toadhead) Turtle
G: Buckelschildkröte","Chelidae, Chelinae,  Testudines (turtles)"
Mesoclemmys heliostemma,"(MCCORD, JOSEPH-OUNI & LAMAR 2001)",,Amazon Toadhead Turtle,"Chelidae, Chelinae,  Testudines (turtles)"
Mesoclemmys hogei,(MERTENS 1967),,"Hoge’s Toadhead Turtle, Hoge’s Side-necked Turtle
G: Hoges Krötenkopfschildkröte","Chelidae, Chelinae,  Testudines (turtles)"
